gameid,playerindex,moveid,movetype,cardname
180,2,44,PLAY,Academy
180,0,45,PLAY,Fortifications
180,1,46,PLAY,Haven
180,2,47,PLAY,Arena
180,0,48,PLAY,Lodge
180,1,49,PLAY,Senate
180,2,50,PLAY,Siege Workshop
180,0,51,PLAY,Builders Guild
180,1,52,PLAY,Gardens
180,2,53,PLAY,Shipowners Guild
158,0,0,DISCARD,Apothecary
158,1,1,PLAY,Ore Vein
158,2,2,PLAY,Clay Pool
158,0,3,PLAY,Barracks
158,1,4,PLAY,Baths
158,2,5,PLAY,East Trading Post
158,0,6,PLAY,Theater
158,1,7,PLAY,Guard Tower
158,2,8,PLAY,Timber Yard
158,0,9,PLAY,Press
158,1,10,PLAY,Stone Pit
158,2,11,PLAY,Altar
158,0,12,PLAY,Stockade
158,1,13,PLAY,Lumber Yard
158,2,14,PLAY,Scriptorium
158,0,15,PLAY,Workshop
158,1,16,PLAY,West Trading Post
158,2,17,PLAY,Glassworks
158,0,18,PLAY,Statue
158,1,19,PLAY,Foundry
158,2,20,UPGRADE_WONDER,Archery Range
158,0,21,PLAY,Quarry
158,1,22,PLAY,School
158,2,23,PLAY,Stables
158,0,24,DISCARD,Courthouse
158,1,25,PLAY,Glassworks
158,2,26,PLAY,Temple
158,0,27,DISCARD,Loom
158,1,28,PLAY,Aqueduct
158,2,29,PLAY,Walls
158,0,30,PLAY,Laboratory
158,1,31,PLAY,Vineyard
158,2,32,PLAY,Library
158,0,33,PLAY,Caravansery
158,1,34,UPGRADE_WONDER,Press
158,2,35,PLAY,Forum
158,0,36,PLAY,Craftsmens Guild
158,1,37,UPGRADE_WONDER,Scientists Guild
158,2,38,PLAY,Palace
158,0,39,PLAY,Town Hall
158,1,40,PLAY,Academy
158,2,41,PLAY,Fortifications
158,0,42,PLAY,Gardens
158,1,43,PLAY,Senate
158,2,44,PLAY,Arsenal
158,0,45,PLAY,Observatory
158,1,46,PLAY,Study
158,2,47,PLAY,Arena
158,0,48,UPGRADE_WONDER,Strategists Guild
158,1,49,DISCARD,Spies Guild
158,2,50,PLAY,University
158,0,51,PLAY,Siege Workshop
158,1,52,PLAY,Lighthouse
158,2,53,PLAY,Pantheon
176,0,0,PLAY,Ore Vein
176,1,1,PLAY,Stone Pit
176,2,2,PLAY,Clay Pit
176,0,3,PLAY,Press
176,1,4,PLAY,Timber Yard
176,2,5,PLAY,Baths
176,0,6,PLAY,Guard Tower
176,1,7,PLAY,Workshop
176,2,8,UPGRADE_WONDER,Lumber Yard
176,0,9,PLAY,Glassworks
176,1,10,UPGRADE_WONDER,Theater
176,2,11,PLAY,Scriptorium
176,0,12,UPGRADE_WONDER,Marketplace
176,1,13,PLAY,Loom
176,2,14,PLAY,Stockade
176,0,15,PLAY,Clay Pool
176,1,16,PLAY,East Trading Post
176,2,17,PLAY,Barracks
176,0,18,DISCARD,Caravansery
176,1,19,PLAY,Quarry
176,2,20,PLAY,Aqueduct
176,0,21,PLAY,Loom
176,1,22,PLAY,Walls
176,2,23,PLAY,Foundry
176,0,24,PLAY,Statue
176,1,25,UPGRADE_WONDER,Brickyard
176,2,26,PLAY,Courthouse
176,0,27,PLAY,Vineyard
176,1,28,PLAY,School
176,2,29,PLAY,Stables
176,0,30,PLAY,Forum
176,1,31,PLAY,Temple
176,2,32,PLAY,Laboratory
176,0,33,PLAY,Sawmill
176,1,34,PLAY,Archery Range
176,2,35,PLAY,Dispensary
176,0,36,PLAY,Pantheon
176,1,37,PLAY,Gardens
176,2,38,PLAY,Fortifications
176,0,39,PLAY,Workers Guild
176,1,40,PLAY,Arsenal
176,2,41,PLAY,Observatory
176,0,42,PLAY,Strategists Guild
176,1,43,PLAY,Academy
176,2,44,UPGRADE_WONDER,Study
176,0,45,PLAY,Scientists Guild
176,1,46,PLAY,Haven
176,2,47,PLAY,Senate
176,0,48,PLAY,Traders Guild
176,1,49,PLAY,Town Hall
176,2,50,PLAY,Lighthouse
176,0,51,PLAY,Lodge
176,1,52,PLAY,Magistrates Guild
176,2,53,PLAY,Siege Workshop
103,0,0,PLAY,Lumber Yard
103,1,1,PLAY,Clay Pool
103,2,2,PLAY,Altar
103,0,3,PLAY,Timber Yard
103,1,4,PLAY,Baths
103,2,5,PLAY,Clay Pit
103,0,6,PLAY,Press
103,1,7,PLAY,Stone Pit
103,2,8,PLAY,Ore Vein
103,0,9,UPGRADE_WONDER,Apothecary
103,1,10,PLAY,East Trading Post
103,2,11,PLAY,Theater
103,0,12,PLAY,Marketplace
103,1,13,PLAY,Glassworks
103,2,14,PLAY,Scriptorium
103,0,15,PLAY,Stockade
103,1,16,DISCARD,Barracks
103,2,17,PLAY,Workshop
103,0,18,PLAY,Quarry
103,1,19,PLAY,Archery Range
103,2,20,PLAY,Temple
103,0,21,PLAY,Caravansery
103,1,22,PLAY,Sawmill
103,2,23,PLAY,Courthouse
103,0,24,PLAY,Walls
103,1,25,UPGRADE_WONDER,Library
103,2,26,PLAY,Laboratory
103,0,27,PLAY,Foundry
103,1,28,PLAY,Stables
103,2,29,PLAY,Statue
103,0,30,PLAY,Brickyard
103,1,31,PLAY,Loom
103,2,32,PLAY,Press
103,0,33,PLAY,Aqueduct
103,1,34,PLAY,Forum
103,2,35,PLAY,Vineyard
103,0,36,PLAY,Craftsmens Guild
103,1,37,PLAY,Senate
103,2,38,PLAY,Arsenal
103,0,39,PLAY,Haven
103,1,40,PLAY,Fortifications
103,2,41,PLAY,Siege Workshop
103,0,42,PLAY,Lodge
103,1,43,PLAY,Pantheon
103,2,44,PLAY,Town Hall
103,0,45,PLAY,Workers Guild
103,1,46,PLAY,Builders Guild
103,2,47,PLAY,Observatory
103,0,48,PLAY,Lighthouse
103,1,49,PLAY,Palace
103,2,50,PLAY,Gardens
103,0,51,PLAY,Philosophers Guild
103,1,52,PLAY,Study
103,2,53,DISCARD,Shipowners Guild
181,0,0,PLAY,Workshop
181,1,1,PLAY,Timber Yard
181,2,2,PLAY,Altar
181,0,3,PLAY,Theater
181,1,4,UPGRADE_WONDER,Stockade
181,2,5,PLAY,Ore Vein
181,0,6,PLAY,Loom
181,1,7,PLAY,Press
181,2,8,PLAY,Lumber Yard
181,0,9,PLAY,Marketplace
181,1,10,PLAY,Apothecary
181,2,11,PLAY,Baths
181,0,12,PLAY,Scriptorium
181,1,13,PLAY,Clay Pit
181,2,14,PLAY,East Trading Post
181,0,15,PLAY,West Trading Post
181,1,16,PLAY,Stone Pit
181,2,17,PLAY,Clay Pool
181,0,18,PLAY,Sawmill
181,1,19,PLAY,Brickyard
181,2,20,PLAY,Aqueduct
181,0,21,PLAY,Glassworks
181,1,22,PLAY,Laboratory
181,2,23,PLAY,Temple
181,0,24,PLAY,Archery Range
181,1,25,PLAY,Dispensary
181,2,26,UPGRADE_WONDER,Loom
181,0,27,PLAY,Courthouse
181,1,28,PLAY,Foundry
181,2,29,PLAY,Vineyard
181,0,30,UPGRADE_WONDER,Walls
181,1,31,PLAY,Stables
181,2,32,UPGRADE_WONDER,Caravansery
181,0,33,UPGRADE_WONDER,Library
181,1,34,PLAY,School
181,2,35,PLAY,Statue
181,0,36,PLAY,Traders Guild
181,1,37,PLAY,Siege Workshop
181,2,38,PLAY,Arsenal
181,0,39,PLAY,Academy
181,1,40,UPGRADE_WONDER,Pantheon
181,2,41,PLAY,Gardens
181,0,42,PLAY,Senate
181,1,43,PLAY,Town Hall
181,2,44,PLAY,Haven
181,0,45,PLAY,Lodge
181,1,46,PLAY,Palace
181,2,47,PLAY,Fortifications
181,0,48,PLAY,Magistrates Guild
181,1,49,PLAY,Craftsmens Guild
181,2,50,DISCARD,Observatory
181,0,51,PLAY,Strategists Guild
181,1,52,PLAY,University
181,2,53,UPGRADE_WONDER,Arena
159,0,0,PLAY,East Trading Post
159,1,1,PLAY,Timber Yard
159,2,2,PLAY,Theater
159,0,3,DISCARD,Stone Pit
159,1,4,UPGRADE_WONDER,Glassworks
159,2,5,UPGRADE_WONDER,Stockade
159,0,6,PLAY,Loom
159,1,7,PLAY,Ore Vein
159,2,8,PLAY,Scriptorium
159,0,9,PLAY,Clay Pool
159,1,10,PLAY,Marketplace
159,2,11,PLAY,Altar
159,0,12,PLAY,Press
159,1,13,PLAY,Baths
159,2,14,PLAY,West Trading Post
159,0,15,PLAY,Apothecary
159,1,16,PLAY,Workshop
159,2,17,DISCARD,Guard Tower
159,0,18,PLAY,Forum
159,1,19,PLAY,Foundry
159,2,20,PLAY,Temple
159,0,21,PLAY,School
159,1,22,PLAY,Aqueduct
159,2,23,PLAY,Brickyard
159,0,24,PLAY,Quarry
159,1,25,PLAY,Courthouse
159,2,26,PLAY,Statue
159,0,27,PLAY,Sawmill
159,1,28,PLAY,Dispensary
159,2,29,PLAY,Laboratory
159,0,30,PLAY,Archery Range
159,1,31,PLAY,Press
159,2,32,PLAY,Library
159,0,33,PLAY,Stables
159,1,34,UPGRADE_WONDER,Loom
159,2,35,PLAY,Vineyard
159,0,36,PLAY,Gardens
159,1,37,UPGRADE_WONDER,Palace
159,2,38,PLAY,Pantheon
159,0,39,PLAY,Arena
159,1,40,PLAY,Lodge
159,2,41,UPGRADE_WONDER,Craftsmens Guild
159,0,42,PLAY,Haven
159,1,43,PLAY,Siege Workshop
159,2,44,UPGRADE_WONDER,Senate
159,0,45,PLAY,Fortifications
159,1,46,PLAY,Arsenal
159,2,47,PLAY,University
159,0,48,PLAY,Lighthouse
159,1,49,PLAY,Workers Guild
159,2,50,PLAY,Town Hall
159,0,51,PLAY,Magistrates Guild
159,1,52,PLAY,Observatory
159,2,53,DISCARD,Philosophers Guild
288,0,0,PLAY,Stone Pit
288,1,1,PLAY,Clay Pool
288,2,2,PLAY,Baths
288,0,3,PLAY,Lumber Yard
288,1,4,PLAY,Clay Pit
288,2,5,PLAY,Ore Vein
288,0,6,PLAY,Loom
288,1,7,PLAY,Timber Yard
288,2,8,PLAY,Theater
288,0,9,PLAY,Glassworks
288,1,10,PLAY,Altar
288,2,11,PLAY,Press
288,0,12,PLAY,Barracks
288,1,13,DISCARD,Workshop
288,2,14,PLAY,Marketplace
288,0,15,PLAY,Guard Tower
288,1,16,PLAY,West Trading Post
288,2,17,PLAY,Stockade
288,0,18,UPGRADE_WONDER,Forum
288,1,19,UPGRADE_WONDER,Vineyard
288,2,20,PLAY,Foundry
288,0,21,PLAY,Caravansery
288,1,22,PLAY,Archery Range
288,2,23,PLAY,Loom
288,0,24,PLAY,School
288,1,25,PLAY,Walls
288,2,26,PLAY,Statue
288,0,27,PLAY,Dispensary
288,1,28,UPGRADE_WONDER,Sawmill
288,2,29,PLAY,Brickyard
288,0,30,PLAY,Temple
288,1,31,PLAY,Aqueduct
288,2,32,PLAY,Library
288,0,33,UPGRADE_WONDER,Quarry
288,1,34,PLAY,Stables
288,2,35,PLAY,Laboratory
288,0,36,PLAY,Arena
288,1,37,PLAY,Palace
288,2,38,PLAY,Fortifications
288,0,39,PLAY,Town Hall
288,1,40,PLAY,Arsenal
288,2,41,PLAY,Gardens
288,0,42,PLAY,Siege Workshop
288,1,43,PLAY,Senate
288,2,44,PLAY,Pantheon
288,0,45,PLAY,Academy
288,1,46,DISCARD,Strategists Guild
288,2,47,UPGRADE_WONDER,Haven
288,0,48,PLAY,Observatory
288,1,49,PLAY,Study
288,2,50,PLAY,University
288,0,51,PLAY,Lighthouse
288,1,52,DISCARD,Spies Guild
288,2,53,PLAY,Lodge
112,0,0,PLAY,Ore Vein
112,1,1,PLAY,Stone Pit
112,2,2,PLAY,Baths
112,0,3,DISCARD,Clay Pool
112,1,4,PLAY,Altar
112,2,5,PLAY,Timber Yard
112,0,6,PLAY,Marketplace
112,1,7,PLAY,Loom
112,2,8,PLAY,West Trading Post
112,0,9,PLAY,Barracks
112,1,10,PLAY,Apothecary
112,2,11,PLAY,Theater
112,0,12,DISCARD,Stockade
112,1,13,PLAY,Scriptorium
112,2,14,PLAY,East Trading Post
112,0,15,PLAY,Workshop
112,1,16,PLAY,Glassworks
112,2,17,PLAY,Lumber Yard
112,0,18,PLAY,Caravansery
112,1,19,PLAY,Stables
112,2,20,UPGRADE_WONDER,Forum
112,0,21,PLAY,Vineyard
112,1,22,UPGRADE_WONDER,Aqueduct
112,2,23,PLAY,Statue
112,0,24,PLAY,Temple
112,1,25,PLAY,Dispensary
112,2,26,PLAY,Walls
112,0,27,PLAY,Laboratory
112,1,28,UPGRADE_WONDER,Brickyard
112,2,29,PLAY,Archery Range
112,0,30,PLAY,Press
112,1,31,PLAY,Courthouse
112,2,32,PLAY,School
112,0,33,PLAY,Loom
112,1,34,PLAY,Library
112,2,35,PLAY,Glassworks
112,0,36,PLAY,Strategists Guild
112,1,37,PLAY,University
112,2,38,PLAY,Arsenal
112,0,39,PLAY,Haven
112,1,40,PLAY,Lodge
112,2,41,PLAY,Senate
112,0,42,PLAY,Craftsmens Guild
112,1,43,PLAY,Town Hall
112,2,44,PLAY,Study
112,0,45,PLAY,Traders Guild
112,1,46,PLAY,Academy
112,2,47,PLAY,Fortifications
112,0,48,PLAY,Palace
112,1,49,DISCARD,Pantheon
112,2,50,PLAY,Gardens
112,0,51,PLAY,Observatory
112,1,52,PLAY,Arena
112,2,53,PLAY,Lighthouse
182,0,0,PLAY,Timber Yard
182,1,1,PLAY,Clay Pool
182,2,2,PLAY,Stone Pit
182,0,3,PLAY,Clay Pit
182,1,4,PLAY,Theater
182,2,5,PLAY,Altar
182,0,6,DISCARD,Loom
182,1,7,PLAY,Scriptorium
182,2,8,PLAY,Ore Vein
182,0,9,PLAY,Marketplace
182,1,10,PLAY,Glassworks
182,2,11,PLAY,Baths
182,0,12,UPGRADE_WONDER,Barracks
182,1,13,PLAY,Workshop
182,2,14,PLAY,Press
182,0,15,PLAY,Stockade
182,1,16,UPGRADE_WONDER,West Trading Post
182,2,17,PLAY,East Trading Post
182,0,18,PLAY,Vineyard
182,1,19,PLAY,Archery Range
182,2,20,PLAY,Temple
182,0,21,PLAY,Brickyard
182,1,22,PLAY,Sawmill
182,2,23,PLAY,Stables
182,0,24,PLAY,Forum
182,1,25,UPGRADE_WONDER,Walls
182,2,26,PLAY,Quarry
182,0,27,PLAY,Library
182,1,28,PLAY,Statue
182,2,29,UPGRADE_WONDER,School
182,0,30,PLAY,Aqueduct
182,1,31,PLAY,Courthouse
182,2,32,PLAY,Laboratory
182,0,33,PLAY,Dispensary
182,1,34,PLAY,Press
182,2,35,PLAY,Loom
182,0,36,PLAY,Arena
182,1,37,UPGRADE_WONDER,Spies Guild
182,2,38,PLAY,Fortifications
182,0,39,PLAY,Observatory
182,1,40,PLAY,Palace
182,2,41,PLAY,Arsenal
182,0,42,PLAY,Builders Guild
182,1,43,PLAY,Senate
182,2,44,PLAY,Siege Workshop
182,0,45,PLAY,Study
182,1,46,PLAY,Traders Guild
182,2,47,PLAY,Pantheon
182,0,48,PLAY,Haven
182,1,49,DISCARD,Town Hall
182,2,50,PLAY,Gardens
182,0,51,PLAY,Academy
182,1,52,PLAY,University
182,2,53,PLAY,Lodge
150,0,0,PLAY,East Trading Post
150,1,1,PLAY,Altar
150,2,2,PLAY,Clay Pool
150,0,3,PLAY,Press
150,1,4,PLAY,Stone Pit
150,2,5,PLAY,Theater
150,0,6,DISCARD,Clay Pit
150,1,7,PLAY,Scriptorium
150,2,8,PLAY,Loom
150,0,9,PLAY,Apothecary
150,1,10,PLAY,Marketplace
150,2,11,PLAY,Baths
150,0,12,PLAY,Guard Tower
150,1,13,PLAY,Timber Yard
150,2,14,PLAY,Workshop
150,0,15,DISCARD,Barracks
150,1,16,PLAY,Lumber Yard
150,2,17,PLAY,Stockade
150,0,18,PLAY,Sawmill
150,1,19,UPGRADE_WONDER,Walls
150,2,20,PLAY,Temple
150,0,21,UPGRADE_WONDER,Loom
150,1,22,UPGRADE_WONDER,Archery Range
150,2,23,PLAY,Aqueduct
150,0,24,PLAY,Caravansery
150,1,25,PLAY,Library
150,2,26,PLAY,Brickyard
150,0,27,UPGRADE_WONDER,Forum
150,1,28,PLAY,Courthouse
150,2,29,UPGRADE_WONDER,Laboratory
150,0,30,PLAY,Foundry
150,1,31,UPGRADE_WONDER,Stables
150,2,32,PLAY,Statue
150,0,33,DISCARD,Dispensary
150,1,34,PLAY,Vineyard
150,2,35,UPGRADE_WONDER,Quarry
150,0,36,PLAY,Academy
150,1,37,PLAY,Arsenal
150,2,38,PLAY,Fortifications
150,0,39,PLAY,Gardens
150,1,40,PLAY,Town Hall
150,2,41,PLAY,Siege Workshop
150,0,42,PLAY,Craftsmens Guild
150,1,43,PLAY,University
150,2,44,UPGRADE_WONDER,Senate
150,0,45,PLAY,Scientists Guild
150,1,46,PLAY,Palace
150,2,47,PLAY,Strategists Guild
150,0,48,PLAY,Study
150,1,49,PLAY,Observatory
150,2,50,PLAY,Pantheon
150,0,51,PLAY,Haven
150,1,52,PLAY,Lighthouse
150,2,53,PLAY,Workers Guild
25,0,0,PLAY,Stone Pit
25,1,1,PLAY,East Trading Post
25,2,2,PLAY,Clay Pit
25,0,3,PLAY,Clay Pool
25,1,4,PLAY,Theater
25,2,5,PLAY,Timber Yard
25,0,6,PLAY,Lumber Yard
25,1,7,UPGRADE_WONDER,Altar
25,2,8,PLAY,Loom
25,0,9,PLAY,Baths
25,1,10,PLAY,West Trading Post
25,2,11,UPGRADE_WONDER,Scriptorium
25,0,12,PLAY,Stockade
25,1,13,PLAY,Workshop
25,2,14,PLAY,Ore Vein
25,0,15,PLAY,Press
25,1,16,PLAY,Barracks
25,2,17,PLAY,Apothecary
25,0,18,PLAY,Brickyard
25,1,19,PLAY,Statue
25,2,20,PLAY,Stables
25,0,21,PLAY,Aqueduct
25,1,22,PLAY,Archery Range
25,2,23,PLAY,Vineyard
25,0,24,PLAY,School
25,1,25,PLAY,Laboratory
25,2,26,UPGRADE_WONDER,Library
25,0,27,UPGRADE_WONDER,Walls
25,1,28,PLAY,Forum
25,2,29,PLAY,Quarry
25,0,30,PLAY,Sawmill
25,1,31,PLAY,Glassworks
25,2,32,PLAY,Caravansery
25,0,33,PLAY,Foundry
25,1,34,PLAY,Press
25,2,35,UPGRADE_WONDER,Dispensary
25,0,36,PLAY,Senate
25,1,37,PLAY,Siege Workshop
25,2,38,PLAY,Fortifications
25,0,39,PLAY,Traders Guild
25,1,40,PLAY,Gardens
25,2,41,PLAY,Arsenal
25,0,42,PLAY,Arena
25,1,43,UPGRADE_WONDER,University
25,2,44,PLAY,Town Hall
25,0,45,PLAY,Palace
25,1,46,PLAY,Observatory
25,2,47,PLAY,Study
25,0,48,PLAY,Haven
25,1,49,PLAY,Craftsmens Guild
25,2,50,PLAY,Pantheon
25,0,51,UPGRADE_WONDER,Magistrates Guild
25,1,52,UPGRADE_WONDER,Academy
25,2,53,PLAY,Lodge
26,0,0,PLAY,Barracks
26,1,1,PLAY,Theater
26,2,2,PLAY,Lumber Yard
26,0,3,PLAY,Timber Yard
26,1,4,PLAY,Stockade
26,2,5,PLAY,Ore Vein
26,0,6,PLAY,Glassworks
26,1,7,PLAY,Clay Pit
26,2,8,PLAY,Workshop
26,0,9,UPGRADE_WONDER,Stone Pit
26,1,10,PLAY,Guard Tower
26,2,11,PLAY,Altar
26,0,12,DISCARD,East Trading Post
26,1,13,PLAY,Clay Pool
26,2,14,PLAY,Baths
26,0,15,PLAY,Loom
26,1,16,DISCARD,Apothecary
26,2,17,PLAY,Press
26,0,18,PLAY,Brickyard
26,1,19,PLAY,Archery Range
26,2,20,PLAY,Sawmill
26,0,21,PLAY,Caravansery
26,1,22,PLAY,Quarry
26,2,23,PLAY,Statue
26,0,24,PLAY,Walls
26,1,25,UPGRADE_WONDER,Glassworks
26,2,26,PLAY,Stables
26,0,27,PLAY,Courthouse
26,1,28,PLAY,Laboratory
26,2,29,PLAY,Temple
26,0,30,PLAY,Forum
26,1,31,PLAY,Aqueduct
26,2,32,UPGRADE_WONDER,School
26,0,33,PLAY,Library
26,1,34,PLAY,Foundry
26,2,35,UPGRADE_WONDER,Loom
26,0,36,PLAY,Gardens
26,1,37,PLAY,Fortifications
26,2,38,PLAY,Pantheon
26,0,39,PLAY,Spies Guild
26,1,40,UPGRADE_WONDER,Strategists Guild
26,2,41,PLAY,Arsenal
26,0,42,PLAY,Philosophers Guild
26,1,43,PLAY,Observatory
26,2,44,PLAY,Palace
26,0,45,PLAY,Arena
26,1,46,PLAY,Town Hall
26,2,47,PLAY,Siege Workshop
26,0,48,PLAY,Academy
26,1,49,PLAY,Senate
26,2,50,PLAY,Haven
26,0,51,PLAY,Shipowners Guild
26,1,52,UPGRADE_WONDER,Lodge
26,2,53,UPGRADE_WONDER,Study
160,0,0,PLAY,Theater
160,1,1,PLAY,Lumber Yard
160,2,2,PLAY,Baths
160,0,3,PLAY,Loom
160,1,4,PLAY,Altar
160,2,5,PLAY,Stone Pit
160,0,6,PLAY,East Trading Post
160,1,7,PLAY,Workshop
160,2,8,PLAY,Ore Vein
160,0,9,PLAY,Barracks
160,1,10,PLAY,Marketplace
160,2,11,PLAY,Press
160,0,12,PLAY,Clay Pool
160,1,13,PLAY,Timber Yard
160,2,14,PLAY,Scriptorium
160,0,15,PLAY,West Trading Post
160,1,16,DISCARD,Clay Pit
160,2,17,PLAY,Stockade
160,0,18,PLAY,Glassworks
160,1,19,UPGRADE_WONDER,Forum
160,2,20,PLAY,School
160,0,21,PLAY,Archery Range
160,1,22,UPGRADE_WONDER,Quarry
160,2,23,PLAY,Library
160,0,24,UPGRADE_WONDER,Loom
160,1,25,UPGRADE_WONDER,Caravansery
160,2,26,PLAY,Brickyard
160,0,27,PLAY,Vineyard
160,1,28,PLAY,Walls
160,2,29,UPGRADE_WONDER,Dispensary
160,0,30,PLAY,Statue
160,1,31,PLAY,Courthouse
160,2,32,UPGRADE_WONDER,Press
160,0,33,DISCARD,Laboratory
160,1,34,PLAY,Temple
160,2,35,UPGRADE_WONDER,Sawmill
160,0,36,PLAY,Lighthouse
160,1,37,PLAY,Arsenal
160,2,38,PLAY,Siege Workshop
160,0,39,PLAY,Haven
160,1,40,PLAY,Fortifications
160,2,41,PLAY,Gardens
160,0,42,PLAY,Arena
160,1,43,PLAY,Senate
160,2,44,PLAY,Pantheon
160,0,45,PLAY,Academy
160,1,46,PLAY,Study
160,2,47,PLAY,Town Hall
160,0,48,PLAY,University
160,1,49,PLAY,Palace
160,2,50,PLAY,Observatory
160,0,51,PLAY,Traders Guild
160,1,52,DISCARD,Lodge
160,2,53,PLAY,Builders Guild
183,0,0,PLAY,Marketplace
183,1,1,PLAY,Clay Pit
183,2,2,PLAY,Baths
183,0,3,PLAY,Lumber Yard
183,1,4,PLAY,Scriptorium
183,2,5,PLAY,Stone Pit
183,0,6,DISCARD,Guard Tower
183,1,7,PLAY,Theater
183,2,8,PLAY,Loom
183,0,9,PLAY,West Trading Post
183,1,10,PLAY,Clay Pool
183,2,11,PLAY,Apothecary
183,0,12,PLAY,Stockade
183,1,13,PLAY,East Trading Post
183,2,14,PLAY,Altar
183,0,15,PLAY,Ore Vein
183,1,16,PLAY,Press
183,2,17,PLAY,Barracks
183,0,18,PLAY,Foundry
183,1,19,PLAY,Stables
183,2,20,PLAY,Temple
183,0,21,PLAY,Glassworks
183,1,22,PLAY,Laboratory
183,2,23,PLAY,Brickyard
183,0,24,PLAY,Courthouse
183,1,25,PLAY,Library
183,2,26,PLAY,Aqueduct
183,0,27,PLAY,Forum
183,1,28,PLAY,Statue
183,2,29,PLAY,Dispensary
183,0,30,PLAY,Press
183,1,31,DISCARD,Walls
183,2,32,PLAY,Vineyard
183,0,33,PLAY,Sawmill
183,1,34,PLAY,School
183,2,35,PLAY,Quarry
183,0,36,PLAY,University
183,1,37,PLAY,Siege Workshop
183,2,38,UPGRADE_WONDER,Magistrates Guild
183,0,39,PLAY,Strategists Guild
183,1,40,PLAY,Gardens
183,2,41,PLAY,Arsenal
183,0,42,PLAY,Haven
183,1,43,PLAY,Study
183,2,44,PLAY,Palace
183,0,45,PLAY,Pantheon
183,1,46,PLAY,Senate
183,2,47,PLAY,Town Hall
183,0,48,PLAY,Philosophers Guild
183,1,49,UPGRADE_WONDER,Lighthouse
183,2,50,PLAY,Builders Guild
183,0,51,PLAY,Scientists Guild
183,1,52,UPGRADE_WONDER,Fortifications
183,2,53,PLAY,Observatory
151,0,0,PLAY,Baths
151,1,1,PLAY,Ore Vein
151,2,2,PLAY,Lumber Yard
151,0,3,PLAY,Clay Pool
151,1,4,PLAY,Workshop
151,2,5,PLAY,Clay Pit
151,0,6,PLAY,Stone Pit
151,1,7,PLAY,Scriptorium
151,2,8,UPGRADE_WONDER,Altar
151,0,9,PLAY,Timber Yard
151,1,10,PLAY,Theater
151,2,11,UPGRADE_WONDER,Apothecary
151,0,12,UPGRADE_WONDER,Press
151,1,13,PLAY,Loom
151,2,14,PLAY,Marketplace
151,0,15,PLAY,Barracks
151,1,16,PLAY,West Trading Post
151,2,17,DISCARD,Stockade
151,0,18,PLAY,Caravansery
151,1,19,PLAY,Statue
151,2,20,PLAY,Archery Range
151,0,21,UPGRADE_WONDER,Glassworks
151,1,22,PLAY,Foundry
151,2,23,PLAY,Stables
151,0,24,PLAY,Courthouse
151,1,25,PLAY,Library
151,2,26,PLAY,Walls
151,0,27,PLAY,Laboratory
151,1,28,UPGRADE_WONDER,Temple
151,2,29,UPGRADE_WONDER,Sawmill
151,0,30,PLAY,Loom
151,1,31,PLAY,Aqueduct
151,2,32,PLAY,School
151,0,33,PLAY,Vineyard
151,1,34,PLAY,Forum
151,2,35,PLAY,Quarry
151,0,36,PLAY,Senate
151,1,37,PLAY,Town Hall
151,2,38,PLAY,Gardens
151,0,39,PLAY,Haven
151,1,40,PLAY,University
151,2,41,PLAY,Fortifications
151,0,42,PLAY,Study
151,1,43,PLAY,Observatory
151,2,44,PLAY,Arsenal
151,0,45,PLAY,Spies Guild
151,1,46,DISCARD,Arena
151,2,47,PLAY,Palace
151,0,48,PLAY,Philosophers Guild
151,1,49,PLAY,Workers Guild
151,2,50,PLAY,Pantheon
151,0,51,PLAY,Builders Guild
151,1,52,PLAY,Scientists Guild
151,2,53,PLAY,Siege Workshop
327,0,0,DISCARD,Glassworks
327,1,1,PLAY,Timber Yard
327,2,2,PLAY,Press
327,0,3,DISCARD,Lumber Yard
327,1,4,PLAY,Stone Pit
327,2,5,PLAY,Altar
327,0,6,PLAY,Stockade
327,1,7,PLAY,Theater
327,2,8,PLAY,Clay Pool
327,0,9,PLAY,Workshop
327,1,10,PLAY,Baths
327,2,11,PLAY,Barracks
327,0,12,PLAY,Clay Pit
327,1,13,PLAY,Guard Tower
327,2,14,PLAY,Scriptorium
327,0,15,UPGRADE_WONDER,Apothecary
327,1,16,PLAY,Ore Vein
327,2,17,PLAY,East Trading Post
327,0,18,PLAY,Laboratory
327,1,19,PLAY,Foundry
327,2,20,UPGRADE_WONDER,Caravansery
327,0,21,PLAY,Quarry
327,1,22,PLAY,Stables
327,2,23,PLAY,Sawmill
327,0,24,PLAY,Archery Range
327,1,25,UPGRADE_WONDER,School
327,2,26,UPGRADE_WONDER,Glassworks
327,0,27,UPGRADE_WONDER,Aqueduct
327,1,28,PLAY,Walls
327,2,29,PLAY,Temple
327,0,30,PLAY,Statue
327,1,31,PLAY,Loom
327,2,32,PLAY,Courthouse
327,0,33,PLAY,Vineyard
327,1,34,DISCARD,Dispensary
327,2,35,UPGRADE_WONDER,Library
327,0,36,PLAY,Siege Workshop
327,1,37,PLAY,Fortifications
327,2,38,PLAY,Town Hall
327,0,39,PLAY,Study
327,1,40,PLAY,Senate
327,2,41,PLAY,Arsenal
327,0,42,PLAY,Magistrates Guild
327,1,43,PLAY,Palace
327,2,44,PLAY,Pantheon
327,0,45,PLAY,Observatory
327,1,46,DISCARD,Lodge
